title_id,permit_name,operator,mineral_type,status,issue_date,expiry_date,province,territory,latitude,longitude,source,year,distance_to_boundary_km,is_inside,latitude,longitude,source
PE-8957,Permit PE-8957,Banro Corp,Cassiterite,Active,2022-01-01,2032-01-01,Ituri,Mambasa,2.0103891017465267,29.112847279633932,CAMI,2022,55.3,True,2.0103891017465267,29.112847279633932,CAMI
PE-2737,Permit PE-2737,AngloGold Ashanti,Cassiterite,Active,2002-01-01,2012-01-01,Ituri,Mambasa,2.2636336191031163,28.097222301960418,CAMI,2002,28.42,True,2.2636336191031163,28.097222301960418,CAMI
PE-5502,Permit PE-5502,Artisanal Cooperatives,Gold,Expired,2002-01-01,2012-01-01,Ituri,Mambasa,2.4006884211825454,28.926366943316722,CAMI,2002,32.34,True,2.4006884211825454,28.926366943316722,CAMI
PE-8236,Permit PE-8236,Kibali Gold,Gold,Active,2020-01-01,2030-01-01,Ituri,Mambasa,2.470541213897844,28.107939985424103,CAMI,2020,12.43,True,2.470541213897844,28.107939985424103,CAMI
,,,,,,,,,1.5351276605495014,28.693509348244486,IPIS,2015,81.92,True,1.5351276605495014,28.693509348244486,IPIS
,,,,,,,,,1.1268361455859726,28.519452935257117,IPIS,2016,59.45,True,1.1268361455859726,28.519452935257117,IPIS
,,,,,,,,,1.0531972063156254,28.068478538640573,IPIS,2015,9.64,True,1.0531972063156254,28.068478538640573,IPIS
,,,,,,,,,1.7163784042316226,28.436763262460662,IPIS,2006,93.29,True,1.7163784042316226,28.436763262460662,IPIS
,,,,,,,,,1.909962398881229,28.054535076944287,IPIS,2010,65.89,True,1.909962398881229,28.054535076944287,IPIS
,,,,,,,,,2.3014158677929415,28.881928952406337,IPIS,2015,41.67,True,2.3014158677929415,28.881928952406337,IPIS
,,,,,,,,,2.550429693843099,28.8858483123965,IPIS,2026,35.35,False,2.550429693843099,28.8858483123965,IPIS
,,,,,,,,,1.0663781166227992,29.145493932717027,IPIS,2014,9.55,True,1.0663781166227992,29.145493932717027,IPIS
,,,,,,,,,1.9308057800648968,29.0546803163415,IPIS,2022,65.32,True,1.9308057800648968,29.0546803163415,IPIS
,,,,,,,,,2.1699070433138288,28.545843461054798,IPIS,2006,70.89,True,2.1699070433138288,28.545843461054798,IPIS
,,,,,,,,,1.2751489090650339,28.590380061947112,IPIS,2000,72.41,True,1.2751489090650339,28.590380061947112,IPIS
,,,,,,,,,1.0277909422807203,29.178881310439532,IPIS,2012,3.88,True,1.0277909422807203,29.178881310439532,IPIS
,,,,,,,,,1.4770167715942755,29.32879804757545,IPIS,2004,54.94,False,1.4770167715942755,29.32879804757545,IPIS
,,,,,,,,,1.6156129949580382,28.84383766580893,IPIS,2010,79.08,True,1.6156129949580382,28.84383766580893,IPIS
,,,,,,,,,1.1968083600268427,29.085311462035705,IPIS,2017,25.33,True,1.1968083600268427,29.085311462035705,IPIS
,,,,,,,,,1.2451005298250015,28.663138533365895,IPIS,2000,65.61,True,1.2451005298250015,28.663138533365895,IPIS
,,,,,,,,,1.8552012299009168,28.745781465951843,IPIS,2017,87.68,True,1.8552012299009168,28.745781465951843,IPIS
,,,,,,,,,0.9373344162824551,28.942192080898508,IPIS,2021,29.5,False,0.9373344162824551,28.942192080898508,IPIS
,,,,,,,,,2.3487724640500947,28.897217516096248,IPIS,2022,37.61,True,2.3487724640500947,28.897217516096248,IPIS
,,,,,,,,,1.6758971147735546,29.04345851186932,IPIS,2015,77.14,True,1.6758971147735546,29.04345851186932,IPIS
,,,,,,,,,2.1408187621284984,27.95824334604165,IPIS,2016,40.21,False,2.1408187621284984,27.95824334604165,IPIS
,,,,,,,,,0.949399743545049,28.6251821753901,IPIS,2006,64.15,False,0.949399743545049,28.6251821753901,IPIS
,,,,,,,,,0.9942677151118022,28.470275225746924,IPIS,2025,52.29,False,0.9942677151118022,28.470275225746924,IPIS
,,,,,,,,,1.8760720150256582,27.812324553835623,IPIS,2003,72.44,False,1.8760720150256582,27.812324553835623,IPIS
,,,,,,,,,2.4163752321795844,29.004861421343968,IPIS,2008,23.59,True,2.4163752321795844,29.004861421343968,IPIS
,,,,,,,,,1.100500601411539,28.677104878852838,IPIS,2000,59.2,True,1.100500601411539,28.677104878852838,IPIS
,,,,,,,,,1.6804903289907895,28.36339904904468,IPIS,2022,85.78,True,1.6804903289907895,28.36339904904468,IPIS
,,,,,,,,,1.2265711545352072,29.239921066487096,IPIS,2019,25.58,False,1.2265711545352072,29.239921066487096,IPIS
,,,,,,,,,1.691520497142945,29.203816227221896,IPIS,2019,76.89,False,1.691520497142945,29.203816227221896,IPIS
,,,,,,,,,1.7003370489109078,28.595693868725405,IPIS,2001,102.22,True,1.7003370489109078,28.595693868725405,IPIS
,,,,,,,,,2.439268091373277,28.35557583692858,IPIS,2019,40.07,True,2.439268091373277,28.35557583692858,IPIS
,,,,,,,,,2.1353989579975137,28.52752034025544,IPIS,2010,71.27,True,2.1353989579975137,28.52752034025544,IPIS
,,,,,,,,,1.8951093549468123,28.335525294175323,IPIS,2026,76.9,True,1.8951093549468123,28.335525294175323,IPIS
,,,,,,,,,1.8239080110663797,28.759727755428436,IPIS,2009,89.69,True,1.8239080110663797,28.759727755428436,IPIS
,,,,,,,,,2.1775446669657645,28.638446410727383,IPIS,2022,71.96,True,2.1775446669657645,28.638446410727383,IPIS
,,,,,,,,,2.121447776330033,28.569811116179924,IPIS,2009,76.02,True,2.121447776330033,28.569811116179924,IPIS
,,,,,,,,,2.617739571812683,28.94070999290187,IPIS,2002,31.64,False,2.617739571812683,28.94070999290187,IPIS
,,,,,,,,,1.2301144298271778,28.98345446231662,IPIS,2017,35.13,True,1.2301144298271778,28.98345446231662,IPIS
,,,,,,,,,2.2572888691793063,29.139868054139377,IPIS,2026,27.8,True,2.2572888691793063,29.139868054139377,IPIS
,,,,,,,,,1.4413515243576223,28.67867702394012,IPIS,2002,75.94,True,1.4413515243576223,28.67867702394012,IPIS
,,,,,,,,,1.2553685458176878,28.947194722020043,IPIS,2008,39.95,True,1.2553685458176878,28.947194722020043,IPIS
,,,,,,,,,2.3581316773266905,29.139646704031932,IPIS,2003,17.14,True,2.3581316773266905,29.139646704031932,IPIS
,,,,,,,,,2.1029317119100455,28.815690479131803,IPIS,2014,61.42,True,2.1029317119100455,28.815690479131803,IPIS
,,,,,,,,,2.4257271897364783,29.322828246674312,IPIS,2006,15.95,False,2.4257271897364783,29.322828246674312,IPIS
,,,,,,,,,1.235095043653404,28.919669416512594,IPIS,2026,40.68,True,1.235095043653404,28.919669416512594,IPIS
,,,,,,,,,1.2759893920519327,29.161879880735988,IPIS,2018,30.98,True,1.2759893920519327,29.161879880735988,IPIS
